annonce_id,date_publication,titre,ville,quartier,type_bien,transaction,prix,surface,nb_chambres,nb_salles_bain,etage,annee_construction,prix_par_m2,age_estime,categorie_prix,cat_surface,annee,mois,trimestre
ANO000961,2024-02-01,Terrain moderne Agadir,Agadir,Hay Mohammadi,Terrain,Location,514.12,45.52,0,0,0,2005,11.29,21,Économique,Petit,2024,2,1
ANO001010,2024-02-01,Duplex moderne Fès,Fès,Medina,Duplex,Location,8278.12,124.51,4,3,5,2000,66.49,26,Haut standing,Moyen,2024,2,1
ANO000939,2024-02-02,Appartement moderne Agadir,Agadir,Talborjt,Appartement,Vente,2733022.82,105.35,2,2,3,2013,25942.31,13,Haut standing,Moyen,2024,2,1
ANO000345,2024-02-02,Beau Appartement Meknès,Meknès,Ville Nouvelle,Appartement,Vente,2159689.25,101.18,4,3,3,2006,21345.02,20,Haut standing,Moyen,2024,2,1
ANO000113,2024-02-03,Appartement moderne Kenitra,Kénitra,Centre,Appartement,Location,6679.2,76.97,1,1,1,2013,86.78,13,Moyen,Petit,2024,2,1
ANO000286,2024-02-04,Appartement à location - Rabat,Rabat,Hay Riad,Appartement,Location,1926.04,64.19,1,1,2,2000,30.01,26,Économique,Petit,2024,2,1
ANO001416,2024-02-04,Appartement à location - Tanger,Tanger,Malabata,Appartement,Location,5531.01,89.11,1,1,0,2024,62.07,2,Moyen,Moyen,2024,2,1
ANO001343,2024-02-05,Beau Appartement Oujda,Oujda,Hay Qods,Appartement,Vente,456261.23,78.5,3,1,4,2022,5812.24,4,Économique,Petit,2024,2,1
ANO000266,2024-02-06,Villa moderne Marrakech,Marrakech,Medina,Villa,Vente,2726576.43,246.84,3,1,0,2015,11045.93,11,Haut standing,Grand,2024,2,1
ANO000135,2024-02-06,Appartement moderne Agadir,Agadir,Hay Mohammadi,Appartement,Vente,550629.24,86.17,4,3,2,2011,6390.03,15,Moyen,Moyen,2024,2,1
ANO000505,2024-02-07,Appartement à location - Marrakech,Marrakech,Gueliz,Appartement,Location,1855.93,38.34,2,1,1,2009,48.41,17,Économique,Petit,2024,2,1
ANO000489,2024-02-07,Beau Appartement Agadir,Agadir,Talborjt,Appartement,Vente,1767790.62,99.71,1,1,0,2023,17729.32,3,Haut standing,Moyen,2024,2,1
ANO000156,2024-02-07,Beau Appartement Tétouan,Tétouan,M'diq,Appartement,Vente,523483.65,100.35,3,1,1,2016,5216.58,10,Moyen,Moyen,2024,2,1
ANO000374,2024-02-07,Appartement à vente - Kenitra,Kénitra,Centre,Appartement,Vente,2420261.76,112.64,2,2,2,2019,21486.7,7,Haut standing,Moyen,2024,2,1
ANO001145,2024-02-08,Appartement 82m² Malabata,Tanger,Malabata,Appartement,Location,2450.68,82.55,2,1,0,2010,29.69,16,Économique,Moyen,2024,2,1
ANO001489,2024-02-08,Duplex moderne Casablanca,Casablanca,Non spécifié,Duplex,Vente,1451990.2,92.18,4,2,5,2012,15751.68,14,Moyen,Moyen,2024,2,1
ANO000567,2024-02-08,Terrain 321m² Tanger,Tanger,Centre Ville,Terrain,Location,3816.69,321.55,0,0,0,2012,11.87,14,Moyen,Grand,2024,2,1
ANO001456,2024-02-09,Beau Villa Tétouan,Tétouan,M'diq,Villa,Vente,3248969.67,207.95,6,4,0,2010,15623.8,16,Haut standing,Grand,2024,2,1
ANO000740,2024-02-09,Duplex 254m² Medina,Marrakech,Medina,Duplex,Vente,1760320.43,254.99,4,2,5,2008,6903.49,18,Haut standing,Grand,2024,2,1
ANO001201,2024-02-09,Appartement à vente - Oujda,Oujda,Hay Qods,Appartement,Vente,451127.74,67.02,3,2,1,2024,6731.24,2,Économique,Petit,2024,2,1
ANO000844,2024-02-09,Appartement à location - Tanger,Tanger,Centre Ville,Appartement,Location,1657.17,96.84,2,2,0,2002,17.11,24,Économique,Moyen,2024,2,1
ANO000349,2024-02-09,Appartement moderne Rabat,Rabat,Souissi,Appartement,Vente,529284.72,107.09,2,2,4,2009,4942.43,17,Moyen,Moyen,2024,2,1
ANO000828,2024-02-09,Villa à vente - Tétouan,Tétouan,M'diq,Villa,Vente,3059688.95,409.4,5,3,0,2003,7473.59,23,Haut standing,Grand,2024,2,1
ANO001229,2024-02-10,Appartement 63m² Fès,Fès,Medina,Appartement,Vente,2241237.87,63.74,3,1,0,2024,35162.19,2,Haut standing,Petit,2024,2,1
ANO001226,2024-02-11,Appartement moderne Marrakech,Marrakech,Targa,Appartement,Vente,558744.89,86.83,3,1,2,2008,6434.93,18,Moyen,Moyen,2024,2,1
ANO000613,2024-02-12,Beau Appartement Kenitra,Kénitra,Centre,Appartement,Vente,1542509.52,87.71,2,1,5,2009,17586.47,17,Haut standing,Moyen,2024,2,1
ANO000723,2024-02-12,Beau Villa Fès,Fès,Zouagha,Villa,Location,19134.85,149.39,5,2,0,1996,128.09,30,Haut standing,Moyen,2024,2,1
ANO001035,2024-02-12,Appartement 111m² Talborjt,Agadir,Talborjt,Appartement,Vente,2659792.36,111.77,3,1,2,2004,23797.01,22,Haut standing,Moyen,2024,2,1
ANO000544,2024-02-12,Beau Appartement Oujda,Oujda,Hay Qods,Appartement,Vente,652332.84,97.12,3,2,2,2003,6716.77,23,Moyen,Moyen,2024,2,1
ANO000584,2024-02-12,Beau Appartement Casablanca,Casablanca,Non spécifié,Appartement,Vente,670125.53,17.42,3,1,1,2010,38468.74,16,Moyen,Petit,2024,2,1
ANO000241,2024-02-13,Terrain 94m² Agadir,Agadir,Talborjt,Terrain,Vente,892340.53,94.78,0,0,0,1999,9414.86,27,Moyen,Moyen,2024,2,1
ANO001094,2024-02-13,Appartement moderne Tanger,Tanger,Malabata,Appartement,Vente,616486.93,63.46,3,1,1,2010,9714.58,16,Moyen,Petit,2024,2,1
ANO000783,2024-02-15,Appartement moderne Rabat,Rabat,Agdal,Appartement,Vente,1808465.02,63.43,1,1,0,2010,28511.19,16,Haut standing,Petit,2024,2,1
ANO001174,2024-02-16,Bureau moderne Tanger,Tanger,Iberia,Bureau,Location,1253.09,140.11,0,0,2,1990,8.94,36,Économique,Moyen,2024,2,1
ANO000646,2024-02-16,Appartement moderne Marrakech,Marrakech,Medina,Appartement,Vente,1398811.87,91.34,4,3,1,2013,15314.34,13,Moyen,Moyen,2024,2,1
ANO000616,2024-02-16,Bureau à vente - Rabat,Rabat,Ocean,Bureau,Vente,788929.94,170.63,0,0,0,1987,4623.63,39,Moyen,Grand,2024,2,1
ANO000800,2024-02-16,Villa moderne Marrakech,Marrakech,Medina,Villa,Location,17976.26,266.58,5,3,0,2010,67.43,16,Haut standing,Grand,2024,2,1
ANO000439,2024-02-16,Appartement moderne Fès,Fès,Ville Nouvelle,Appartement,Vente,2004141.05,52.2,1,1,1,1984,38393.51,42,Haut standing,Petit,2024,2,1
ANO000703,2024-02-18,Appartement à vente - Tanger,Tanger,Iberia,Appartement,Vente,441925.51,100.96,2,1,3,2007,4377.23,19,Économique,Moyen,2024,2,1
ANO001113,2024-02-18,Beau Appartement Agadir,Agadir,Talborjt,Appartement,Vente,386101.1,81.28,1,1,4,2014,4750.26,12,Économique,Moyen,2024,2,1
ANO000580,2024-02-18,Beau Terrain Oujda,Oujda,Hay Qods,Terrain,Vente,479659.12,414.04,0,0,0,2023,1158.48,3,Économique,Grand,2024,2,1
ANO001426,2024-02-19,Villa 202m² Hivernage,Marrakech,Hivernage,Villa,Vente,2149359.64,202.12,3,2,0,2002,10634.08,24,Haut standing,Grand,2024,2,1
ANO001354,2024-02-21,Bureau à vente - Kenitra,Kénitra,Centre,Bureau,Vente,1105195.21,150.0,0,0,3,2012,7367.97,14,Moyen,Moyen,2024,2,1
ANO000629,2024-02-21,Appartement 92m² Marrakech,Marrakech,Medina,Appartement,Vente,546831.31,92.0,1,1,2,2003,5943.82,23,Moyen,Moyen,2024,2,1
ANO001303,2024-02-21,Appartement à vente - Tétouan,Tétouan,M'diq,Appartement,Vente,709051.85,49.83,4,2,2,2014,14229.42,12,Moyen,Petit,2024,2,1
ANO000546,2024-02-21,Beau Bureau Kenitra,Kénitra,Hay Essalam,Bureau,Vente,1038540.61,81.8,0,0,6,2013,12696.1,13,Moyen,Moyen,2024,2,1
ANO000738,2024-02-22,Villa 320m² Anfa,Casablanca,Anfa,Villa,Location,27627.09,320.59,4,3,0,1993,86.18,33,Luxe,Grand,2024,2,1
ANO001225,2024-02-22,Appartement 105m² Ville Nouvelle,Fès,Ville Nouvelle,Appartement,Vente,412837.68,105.5,2,1,2,1999,3913.15,27,Économique,Moyen,2024,2,1
ANO000951,2024-02-22,Beau Appartement Rabat,Rabat,Hay Riad,Appartement,Vente,484207.74,105.83,2,1,1,1983,4575.34,43,Économique,Moyen,2024,2,1
ANO000533,2024-02-23,Appartement à vente - Oujda,Oujda,Hay Qods,Appartement,Vente,624298.51,136.44,4,2,0,2010,4575.63,16,Moyen,Moyen,2024,2,1
ANO001290,2024-02-23,Beau Appartement Fès,Fès,Medina,Appartement,Vente,748434.07,88.5,3,2,1,2014,8456.88,12,Moyen,Moyen,2024,2,1
ANO001314,2024-02-24,Beau Bureau Oujda,Oujda,Hay Qods,Bureau,Vente,890972.5,135.17,0,0,3,2019,6591.5,7,Moyen,Moyen,2024,2,1
ANO001395,2024-02-24,Appartement à location - Kenitra,Kénitra,Centre,Appartement,Location,1793.75,70.38,3,1,7,2006,25.49,20,Économique,Petit,2024,2,1
ANO000599,2024-02-25,Terrain moderne Meknès,Meknès,Ville Nouvelle,Terrain,Location,3455.84,209.76,0,0,0,2007,16.48,19,Moyen,Grand,2024,2,1
ANO001442,2024-02-25,Appartement 65m² Californie,Casablanca,Californie,Appartement,Vente,420798.5,65.94,4,1,2,2015,6381.54,11,Économique,Petit,2024,2,1
ANO000214,2024-02-27,Villa moderne Fès,Fès,Ville Nouvelle,Villa,Vente,1552460.61,223.14,4,2,0,2024,6957.34,2,Haut standing,Grand,2024,2,1
ANO000935,2024-02-28,Villa à location - Agadir,Agadir,Talborjt,Villa,Location,26098.8,169.68,4,3,0,2009,153.81,17,Luxe,Grand,2024,2,1
ANO000962,2024-02-29,Appartement à location - Casablanca,Casablanca,Californie,Appartement,Location,2419.69,16.31,2,1,3,1992,148.36,34,Économique,Petit,2024,2,1
ANO000903,2024-03-01,Bureau 120m² Hay Riad,Rabat,Hay Riad,Bureau,Vente,1257955.13,120.96,0,0,7,1994,10399.76,32,Moyen,Moyen,2024,3,1
ANO001257,2024-03-02,Villa 205m² Hassan,Rabat,Hassan,Villa,Vente,2532351.37,205.77,4,3,0,2015,12306.71,11,Haut standing,Grand,2024,3,1
ANO000595,2024-03-03,Beau Appartement Casablanca,Casablanca,Bourgogne,Appartement,Vente,369433.56,104.0,2,1,1,2001,3552.25,25,Économique,Moyen,2024,3,1
ANO000653,2024-03-03,Beau Appartement Marrakech,Marrakech,Medina,Appartement,Vente,293719.09,163.44,4,2,4,2009,1797.11,17,Économique,Grand,2024,3,1
ANO001269,2024-03-04,Bureau moderne Meknès,Meknès,Hamria,Bureau,Vente,842884.99,140.54,0,0,0,2010,5997.47,16,Moyen,Moyen,2024,3,1
ANO000987,2024-03-05,Appartement à vente - Casablanca,Casablanca,Bourgogne,Appartement,Vente,2454248.06,57.34,2,1,2,2003,42801.68,23,Haut standing,Petit,2024,3,1
ANO000472,2024-03-05,Terrain à location - Oujda,Oujda,Hay Qods,Terrain,Location,5798.0,222.78,0,0,0,2017,26.03,9,Moyen,Grand,2024,3,1
ANO000983,2024-03-05,Appartement moderne Tanger,Tanger,Malabata,Appartement,Vente,560225.13,15.0,2,1,6,2008,37348.34,18,Moyen,Petit,2024,3,1
ANO000995,2024-03-06,Bureau à vente - Fès,Fès,Medina,Bureau,Vente,1492996.84,131.55,0,0,8,1975,11349.27,51,Moyen,Moyen,2024,3,1
ANO000516,2024-03-07,Appartement à vente - Agadir,Agadir,Talborjt,Appartement,Vente,2187509.7,60.04,3,1,5,2012,36434.21,14,Haut standing,Petit,2024,3,1
ANO001289,2024-03-07,Villa à vente - Oujda,Oujda,Hay Qods,Villa,Vente,2014071.06,191.72,5,2,0,2010,10505.27,16,Haut standing,Grand,2024,3,1
ANO000639,2024-03-08,Appartement 71m² Tétouan,Tétouan,M'diq,Appartement,Location,1335.49,71.43,1,1,1,2003,18.7,23,Économique,Petit,2024,3,1
ANO001054,2024-03-09,Beau Villa Rabat,Rabat,Souissi,Villa,Location,25879.11,201.48,3,1,0,2006,128.45,20,Luxe,Grand,2024,3,1
ANO001332,2024-03-10,Appartement à vente - Oujda,Oujda,Centre,Appartement,Vente,640131.93,33.37,3,2,0,2010,19182.86,16,Moyen,Petit,2024,3,1
ANO001144,2024-03-10,Villa moderne Fès,Fès,Ville Nouvelle,Villa,Vente,2750661.48,287.32,5,3,0,2020,9573.51,6,Haut standing,Grand,2024,3,1
ANO000704,2024-03-10,Appartement moderne Rabat,Rabat,Hay Riad,Appartement,Vente,2241274.97,71.4,3,1,5,2000,31390.41,26,Haut standing,Petit,2024,3,1
ANO000436,2024-03-10,Beau Appartement Kenitra,Kénitra,Centre,Appartement,Vente,1640612.81,85.7,2,1,4,2009,19143.67,17,Haut standing,Moyen,2024,3,1
ANO001264,2024-03-12,Villa à vente - Oujda,Oujda,Hay Qods,Villa,Vente,2851639.02,296.89,6,3,0,2006,9605.04,20,Haut standing,Grand,2024,3,1
ANO000808,2024-03-13,Villa 231m² Ville Nouvelle,Fès,Ville Nouvelle,Villa,Vente,2784795.0,231.65,5,2,0,1999,12021.56,27,Haut standing,Grand,2024,3,1
ANO001316,2024-03-14,Beau Terrain Oujda,Oujda,Centre,Terrain,Vente,1074042.12,364.52,0,0,0,2013,2946.46,13,Moyen,Grand,2024,3,1
ANO000769,2024-03-14,Appartement à vente - Meknès,Meknès,Ville Nouvelle,Appartement,Vente,789480.1,162.75,1,1,5,2010,4850.88,16,Moyen,Grand,2024,3,1
ANO000131,2024-03-14,Beau Bureau Tanger,Tanger,Centre Ville,Bureau,Vente,840634.13,139.68,0,0,5,1999,6018.29,27,Moyen,Moyen,2024,3,1
ANO000486,2024-03-15,Appartement à vente - Marrakech,Marrakech,Gueliz,Appartement,Vente,338708.47,8.0,3,2,6,2013,42338.56,13,Économique,Petit,2024,3,1
ANO001435,2024-03-15,Beau Appartement Fès,Fès,Zouagha,Appartement,Location,6441.41,102.59,2,3,2,2001,62.79,25,Moyen,Moyen,2024,3,1
ANO000132,2024-03-15,Appartement moderne Rabat,Rabat,Agdal,Appartement,Vente,769775.05,114.49,1,1,2,1992,6723.51,34,Moyen,Moyen,2024,3,1
ANO000980,2024-03-16,Appartement à vente - Rabat,Rabat,Hay Riad,Appartement,Vente,522454.16,44.01,2,1,2,1994,11871.26,32,Moyen,Petit,2024,3,1
ANO001120,2024-03-17,Villa à vente - Agadir,Agadir,Hay Mohammadi,Villa,Vente,2806898.86,286.65,3,2,0,2002,9792.08,24,Haut standing,Grand,2024,3,1
ANO000578,2024-03-17,Terrain 297m² Hamria,Meknès,Hamria,Terrain,Vente,695204.96,297.67,0,0,0,2007,2335.49,19,Moyen,Grand,2024,3,1
ANO001106,2024-03-18,Bureau 117m² Centre,Oujda,Centre,Bureau,Vente,1366578.42,117.84,0,0,2,2002,11596.9,24,Moyen,Moyen,2024,3,1
ANO001325,2024-03-18,Appartement 87m² Hay Essalam,Kénitra,Hay Essalam,Appartement,Location,8556.1,87.17,1,1,2,2012,98.15,14,Haut standing,Moyen,2024,3,1
ANO000184,2024-03-19,Terrain à location - Tétouan,Tétouan,M'diq,Terrain,Location,2475.22,310.39,0,0,0,2008,7.97,18,Économique,Grand,2024,3,1
ANO000927,2024-03-19,Appartement 96m² Talborjt,Agadir,Talborjt,Appartement,Vente,542588.3,96.99,3,1,4,2016,5594.27,10,Moyen,Moyen,2024,3,1
ANO001123,2024-03-19,Beau Villa Rabat,Rabat,Souissi,Villa,Location,20844.72,264.22,3,1,0,2006,78.89,20,Luxe,Grand,2024,3,1
ANO001112,2024-03-20,Villa à vente - Oujda,Oujda,Hay Qods,Villa,Vente,2487035.61,361.97,5,2,0,1999,6870.83,27,Haut standing,Grand,2024,3,1
ANO001279,2024-03-20,Villa à vente - Meknès,Meknès,Ville Nouvelle,Villa,Vente,1714937.87,218.2,5,2,0,2019,7859.48,7,Haut standing,Grand,2024,3,1
ANO000442,2024-03-20,Appartement 86m² Hay Qods,Oujda,Hay Qods,Appartement,Vente,608380.2,86.61,2,2,10,1994,7024.36,32,Moyen,Moyen,2024,3,1
ANO000327,2024-03-20,Villa à vente - Tétouan,Tétouan,Centre,Villa,Vente,1408048.59,310.83,4,3,0,2016,4529.96,10,Moyen,Grand,2024,3,1
ANO000230,2024-03-20,Appartement moderne Fès,Fès,Ville Nouvelle,Appartement,Vente,1850071.68,102.77,3,1,2,2006,18002.06,20,Haut standing,Moyen,2024,3,1
ANO001080,2024-03-20,Appartement 89m² Californie,Casablanca,Californie,Appartement,Vente,399409.28,89.62,3,1,2,2003,4456.7,23,Économique,Moyen,2024,3,1
ANO000387,2024-03-20,Beau Appartement Rabat,Rabat,Hassan,Appartement,Vente,667811.86,76.88,2,1,5,1962,8686.42,64,Moyen,Petit,2024,3,1
ANO000310,2024-03-22,Beau Duplex Agadir,Agadir,Talborjt,Duplex,Location,8105.31,228.28,3,1,2,2009,35.51,17,Haut standing,Grand,2024,3,1
ANO001126,2024-03-23,Duplex à vente - Oujda,Oujda,Hay Qods,Duplex,Vente,1185582.85,136.01,3,1,3,2002,8716.88,24,Moyen,Moyen,2024,3,1
ANO000440,2024-03-25,Appartement 69m² Targa,Marrakech,Targa,Appartement,Location,7511.64,69.76,1,1,6,2008,107.68,18,Moyen,Petit,2024,3,1
ANO000316,2024-03-26,Duplex 73m² Hay Riad,Rabat,Hay Riad,Duplex,Vente,1157949.14,73.72,3,2,1,1989,15707.39,37,Moyen,Petit,2024,3,1
ANO000341,2024-03-26,Appartement moderne Casablanca,Casablanca,Maarif,Appartement,Vente,612740.26,70.66,4,2,2,1999,8671.67,27,Moyen,Petit,2024,3,1
ANO001466,2024-03-26,Appartement à vente - Marrakech,Marrakech,Targa,Appartement,Vente,387097.9,62.48,2,1,4,2002,6195.55,24,Économique,Petit,2024,3,1
ANO000451,2024-03-28,Villa à location - Tanger,Tanger,Centre Ville,Villa,Location,16979.32,105.84,5,3,0,2014,160.42,12,Haut standing,Moyen,2024,3,1
ANO001495,2024-03-28,Appartement à vente - Oujda,Oujda,Centre,Appartement,Vente,448581.52,98.83,2,2,2,2010,4538.92,16,Économique,Moyen,2024,3,1
ANO001111,2024-03-29,Appartement à vente - Casablanca,Casablanca,Hay Mohammadi,Appartement,Vente,659652.59,46.36,2,2,0,2023,14228.92,3,Moyen,Petit,2024,3,1
ANO001436,2024-03-29,Appartement 69m² Souissi,Rabat,Souissi,Appartement,Vente,1360851.15,69.25,2,1,2,2010,19651.28,16,Moyen,Petit,2024,3,1
ANO001178,2024-03-29,Villa moderne Marrakech,Marrakech,Medina,Villa,Location,12515.4,241.73,5,2,0,2009,51.77,17,Haut standing,Grand,2024,3,1
ANO000024,2024-03-29,Appartement moderne Tétouan,Tétouan,M'diq,Appartement,Location,1890.34,94.03,2,2,4,2022,20.1,4,Économique,Moyen,2024,3,1
ANO000674,2024-04-01,Beau Villa Tétouan,Tétouan,M'diq,Villa,Vente,1580370.8,254.79,5,2,0,2012,6202.64,14,Haut standing,Grand,2024,4,2
ANO001461,2024-04-02,Appartement moderne Agadir,Agadir,Centre,Appartement,Vente,568855.35,89.4,2,2,0,2004,6363.04,22,Moyen,Moyen,2024,4,2
ANO000902,2024-04-02,Beau Appartement Marrakech,Marrakech,Gueliz,Appartement,Location,2691.38,91.23,4,3,0,2018,29.5,8,Économique,Moyen,2024,4,2
ANO000447,2024-04-04,Appartement à vente - Rabat,Rabat,Agdal,Appartement,Vente,1844729.27,89.26,2,2,0,2002,20666.92,24,Haut standing,Moyen,2024,4,2
ANO000127,2024-04-05,Appartement 64m² Talborjt,Agadir,Talborjt,Appartement,Location,11503.68,64.79,2,2,0,2003,177.55,23,Haut standing,Petit,2024,4,2
ANO000399,2024-04-06,Appartement à vente - Marrakech,Marrakech,Medina,Appartement,Vente,358840.75,96.01,2,1,2,2009,3737.54,17,Économique,Moyen,2024,4,2
ANO001438,2024-04-06,Beau Appartement Marrakech,Marrakech,Gueliz,Appartement,Location,1362.06,97.37,2,1,2,2009,13.99,17,Économique,Moyen,2024,4,2
ANO000338,2024-04-06,Beau Appartement Tanger,Tanger,Centre Ville,Appartement,Vente,2079039.84,136.88,2,2,4,2004,15188.78,22,Haut standing,Moyen,2024,4,2
ANO000930,2024-04-06,Villa 213m² Tétouan,Tétouan,M'diq,Villa,Location,6207.77,213.51,3,2,0,2010,29.07,16,Moyen,Grand,2024,4,2
ANO001077,2024-04-07,Appartement moderne Oujda,Oujda,Hay Qods,Appartement,Location,2574.09,84.02,2,2,5,2006,30.64,20,Économique,Moyen,2024,4,2
ANO001472,2024-04-08,Appartement 90m² Centre,Oujda,Centre,Appartement,Vente,250232.68,90.01,2,2,1,2014,2780.05,12,Économique,Moyen,2024,4,2
ANO000337,2024-04-09,Beau Appartement Oujda,Oujda,Centre,Appartement,Location,9679.28,71.62,1,1,10,2020,135.15,6,Haut standing,Petit,2024,4,2
ANO001194,2024-04-09,Villa moderne Fès,Fès,Medina,Villa,Vente,4400647.6,419.98,5,3,0,2019,10478.23,7,Luxe,Grand,2024,4,2
ANO001417,2024-04-11,Duplex moderne Tétouan,Tétouan,M'diq,Duplex,Location,8383.17,147.12,3,1,4,2018,56.98,8,Haut standing,Moyen,2024,4,2
ANO000317,2024-04-12,Beau Duplex Tétouan,Tétouan,M'diq,Duplex,Vente,1772648.39,162.17,4,2,7,2010,10930.8,16,Haut standing,Grand,2024,4,2
ANO000933,2024-04-12,Beau Appartement Fès,Fès,Ville Nouvelle,Appartement,Vente,2229251.13,40.35,3,1,0,1994,55247.86,32,Haut standing,Petit,2024,4,2
ANO001185,2024-04-14,Appartement 147m² Talborjt,Agadir,Talborjt,Appartement,Location,2366.42,147.79,2,1,10,1995,16.01,31,Économique,Moyen,2024,4,2
ANO001285,2024-04-15,Appartement 57m² Fès,Fès,Medina,Appartement,Vente,705527.57,57.32,3,2,4,1994,12308.58,32,Moyen,Petit,2024,4,2
ANO001478,2024-04-16,Beau Appartement Rabat,Rabat,Souissi,Appartement,Vente,282343.84,90.67,3,2,1,1991,3113.97,35,Économique,Moyen,2024,4,2
ANO000566,2024-04-16,Bureau 79m² Californie,Casablanca,Californie,Bureau,Vente,1975571.6,79.99,0,0,3,1989,24697.73,37,Haut standing,Petit,2024,4,2
ANO000792,2024-04-17,Appartement 112m² Hay Qods,Oujda,Hay Qods,Appartement,Vente,610213.93,112.93,3,1,2,2021,5403.47,5,Moyen,Moyen,2024,4,2
ANO001053,2024-04-17,Appartement 87m² Hay Qods,Oujda,Hay Qods,Appartement,Vente,1505029.34,87.74,2,1,2,2020,17153.29,6,Haut standing,Moyen,2024,4,2
ANO000879,2024-04-19,Villa moderne Tétouan,Tétouan,M'diq,Villa,Vente,3049978.69,335.72,5,2,0,2011,9084.89,15,Haut standing,Grand,2024,4,2
ANO000889,2024-04-19,Appartement moderne Oujda,Oujda,Hay Qods,Appartement,Vente,605584.76,50.82,2,1,0,2016,11916.27,10,Moyen,Petit,2024,4,2
ANO001187,2024-04-20,Bureau moderne Kenitra,Kénitra,Centre,Bureau,Vente,1154748.78,68.03,0,0,3,2011,16974.11,15,Moyen,Petit,2024,4,2
ANO001340,2024-04-21,Appartement moderne Meknès,Meknès,Ville Nouvelle,Appartement,Vente,633540.16,72.06,2,1,2,2009,8791.84,17,Moyen,Petit,2024,4,2
ANO000267,2024-04-21,Appartement à location - Oujda,Oujda,Centre,Appartement,Location,2213.59,85.74,4,3,2,2017,25.82,9,Économique,Moyen,2024,4,2
ANO000407,2024-04-23,Beau Appartement Agadir,Agadir,Hay Mohammadi,Appartement,Vente,449758.35,138.63,3,2,0,2000,3244.31,26,Économique,Moyen,2024,4,2
ANO001104,2024-04-23,Appartement moderne Tétouan,Tétouan,M'diq,Appartement,Location,2199.85,55.45,2,2,5,2013,39.67,13,Économique,Petit,2024,4,2
ANO001247,2024-04-23,Bureau à vente - Tétouan,Tétouan,Centre,Bureau,Vente,1051766.9,66.08,0,0,1,2004,15916.57,22,Moyen,Petit,2024,4,2
ANO001492,2024-04-24,Terrain 401m² Ville Nouvelle,Fès,Ville Nouvelle,Terrain,Vente,963266.11,401.5,0,0,0,2007,2399.17,19,Moyen,Grand,2024,4,2
ANO001217,2024-04-24,Appartement moderne Fès,Fès,Medina,Appartement,Vente,643944.85,74.22,1,1,3,2006,8676.16,20,Moyen,Petit,2024,4,2
ANO000706,2024-04-26,Beau Appartement Meknès,Meknès,Hamria,Appartement,Location,1953.66,79.29,2,1,4,2002,24.64,24,Économique,Petit,2024,4,2
ANO000528,2024-04-26,Appartement moderne Agadir,Agadir,Hay Mohammadi,Appartement,Vente,687836.48,59.6,2,2,2,2011,11540.88,15,Moyen,Petit,2024,4,2
ANO000986,2024-04-26,Duplex 196m² Hay Qods,Oujda,Hay Qods,Duplex,Vente,2848417.92,196.61,3,2,1,2008,14487.66,18,Haut standing,Grand,2024,4,2
ANO000557,2024-04-27,Appartement 98m² M'diq,Tétouan,M'diq,Appartement,Location,2603.5,98.67,2,1,4,2010,26.39,16,Économique,Moyen,2024,4,2
ANO001018,2024-04-28,Villa à vente - Marrakech,Marrakech,Targa,Villa,Vente,1845279.5,226.92,5,3,0,2003,8131.85,23,Haut standing,Grand,2024,4,2
ANO000415,2024-04-29,Beau Appartement Fès,Fès,Zouagha,Appartement,Location,7069.31,59.63,3,1,8,2001,118.55,25,Moyen,Petit,2024,4,2
ANO001146,2024-04-30,Beau Appartement Oujda,Oujda,Hay Qods,Appartement,Vente,2355614.85,99.34,3,2,0,2010,23712.65,16,Haut standing,Moyen,2024,4,2
ANO000551,2024-04-30,Appartement moderne Casablanca,Casablanca,Bourgogne,Appartement,Vente,2231853.27,93.14,3,2,2,2002,23962.35,24,Haut standing,Moyen,2024,4,2
ANO000826,2024-05-01,Appartement moderne Casablanca,Casablanca,Hay Mohammadi,Appartement,Vente,2288625.0,79.23,1,1,3,2021,28885.84,5,Haut standing,Petit,2024,5,2
ANO001214,2024-05-01,Villa 210m² Rabat,Rabat,Hay Riad,Villa,Vente,2428902.8,210.25,3,2,0,1997,11552.45,29,Haut standing,Grand,2024,5,2
ANO000915,2024-05-02,Villa à location - Casablanca,Casablanca,Anfa,Villa,Location,24261.09,294.65,4,2,0,2003,82.34,23,Luxe,Grand,2024,5,2
ANO001261,2024-05-03,Beau Villa Agadir,Agadir,Talborjt,Villa,Vente,2124839.77,223.86,3,2,0,2001,9491.82,25,Haut standing,Grand,2024,5,2
ANO000628,2024-05-03,Duplex moderne Marrakech,Marrakech,Gueliz,Duplex,Vente,2769349.69,88.28,2,2,2,2005,31370.07,21,Haut standing,Moyen,2024,5,2
ANO000547,2024-05-03,Appartement moderne Tétouan,Tétouan,M'diq,Appartement,Vente,797502.99,58.31,2,2,0,2010,13676.95,16,Moyen,Petit,2024,5,2
ANO000396,2024-05-04,Appartement moderne Rabat,Rabat,Hassan,Appartement,Vente,662892.54,60.44,2,1,2,1996,10967.78,30,Moyen,Petit,2024,5,2
ANO001383,2024-05-05,Beau Terrain Marrakech,Marrakech,Hivernage,Terrain,Location,3666.05,288.62,0,0,0,2005,12.7,21,Moyen,Grand,2024,5,2
ANO000857,2024-05-05,Beau Villa Rabat,Rabat,Souissi,Villa,Vente,2629225.56,231.23,6,4,0,2000,11370.61,26,Haut standing,Grand,2024,5,2
